benchmark,seed,path_a_rmse,persistence_rmse,sub_probe,sub_nominal,sub_shuffled,beats_nominal,beats_shuffled
PushT,0,0.6197912076568772,0.5837383164096484,0.19519026577472687,0.21426355838775635,0.2524101734161377,True,True
PushT,1,0.47509809347503656,0.6213830178291627,0.21281392872333527,0.23946034908294678,0.2729318141937256,True,True
PushT,2,0.46384641388419345,0.5347493238366129,0.21549676358699799,0.20949648320674896,0.2751488983631134,False,True
