benchmark,seed,path_a_query_rmse,persistence_query_rmse,r2_predictive_mass,r2_physwm_mass,r2_predictive_stiffness,r2_physwm_stiffness,r2_predictive_drag,r2_physwm_drag,sub_probe,sub_true,sub_shuffled,sub_nominal,h7_probe,h7_true,h7_shuffled,h7_nominal
PokeWorld,0,0.3328240692140864,0.44392469995060063,0.24593526124954224,0.2945271134376526,0.7396104335784912,0.7694174647331238,-0.249922513961792,-0.18474030494689941,0.0904734879732132,2.2761287254979834e-07,0.08822017163038254,0.1095985621213913,0.19897963106632233,6.748182954652293e-07,0.21566873788833618,0.2555103003978729
PokeWorld,1,0.24602502548673208,0.3505317811049453,0.2109757661819458,0.18599247932434082,0.7497807741165161,0.8182072639465332,-0.17176544666290283,-0.15491533279418945,0.07918941229581833,2.8352147296573094e-07,0.09949549287557602,0.0996384248137474,0.18059727549552917,8.021120834200701e-07,0.20351897180080414,0.18338273465633392
PokeWorld,2,0.26826350032260154,0.35521903618445777,0.26563411951065063,0.22950881719589233,0.7730671167373657,0.7647091150283813,-0.15001142024993896,-0.09905040264129639,0.09490523487329483,1.5667079367176484e-07,0.16563835740089417,0.10058702528476715,0.1995411366224289,2.9622975716847577e-07,0.2396528720855713,0.20003250241279602
